Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Latios,Dragon Breath,Dragon Claw,30,1.2432300543210058,1.197929527621892,1.2859927388359187,1.2008495196089681,1.1610881635007086,1.2050541604220735,1.213891689398563,1.2477003975412462,1.2013181400209834,1.1238865281552928,1.2039449724037046,1.1221601369854743,1.2541036229872293,1.1595879893114938,1.24057253435098,1.311600955665344,1.1882329856761205,1.2595618311623624,1.209100242477576,1.2898511801019814,1.215678463513966,1.24255722198443,1.1743591840071952,1.213068966926945,1.1969957205366157,1.258416117709285,1.1971767306339798,1.2097599458194253,1.1928873866840564,1.1889030741111528,1.1671372297900415,1.209842046027865,1.1332276126071965,1.183629102229559,1.2185707526686584,1.2723295590799204,1.2286337515864882,1.1993711401622935,1.175253125691121,1.2424011774175623,1.2110975282506933,1.2831529463211981
Shadow Latios,Zen Headbutt,Dragon Claw,30,1.5081720000073382,1.4045144590005743,1.6214049670619892,1.4378235799900545,1.1963198531352934,1.2254795644421699,1.24481409298891,1.2732143519470756,1.544915600960857,1.390538476806974,1.5615498996955652,1.399891747671468,1.539127568017768,1.3962663971404776,1.619714381466146,1.7250148647041652,1.418252758365659,1.5250215084599943,1.4419301443627297,1.5464831227607014,1.4296088012306807,1.4724664889582018,1.5670544949102654,1.6323682596786722,1.577183247583786,1.6664288118478625,1.429725264297755,1.4432741291477351,1.3980840765267228,1.3901448423450316,1.2284268638180618,1.259530116039896,1.3707320402042056,1.4388731643751482,1.447676792554329,1.5234816029450842,1.815897998527295,1.6483639283480913,1.5011883071030117,1.6142520513312744,1.4284266078296908,1.4991701203573948
Shadow Latios,Splash,Dragon Claw,30,2.0527634733889446,1.7632825958139253,2.284384505746897,1.7736765339333855,1.7069326152558961,1.7533314650323093,1.7542510612901376,1.7974267718234633,2.078507107180906,1.7192734431648324,2.166797119441756,1.7578005058482413,1.9866350291504722,1.7367261243753471,1.8185122323001912,1.9235467724673245,1.7559167132054398,1.916909422969526,1.7720348878184065,1.9219366967811244,1.7662427373319152,1.835593536384325,1.7265034135971546,1.7718654184211602,1.7368043467807857,1.81583689955282,1.7442888985639915,1.752207597932505,1.7561854202448635,1.7412805275678058,1.7446879729887064,1.7964402142275002,1.6949491273165675,1.7880765218747663,1.7829069744832815,1.864907868897084,2.0301756515239537,1.795160794964681,1.7125183690835835,1.7906165837602146,1.7533915739884909,1.860441078545375
Mega Charizard X,Dragon Breath,Dragon Claw,30,1.3425048569693612,1.3784822039541875,1.3457218837781337,1.404762498731874,1.303162302559166,1.3857371462920316,1.2972640800072832,1.339053959733354,1.3998290549819132,1.3434394785771866,1.2752104179787398,1.3309161004211376,1.3350222098833981,1.3173779323986676,1.4021578145101132,1.509309088550394,1.4363689191432842,1.4973057823796658,1.397634653150399,1.4950104476787487,1.3615844588438215,1.4304796857187658,1.3396508728179553,1.4141073545644087,1.372871087176035,1.453024955522431,1.3822074862967055,1.39554238253123,1.3765460106358551,1.3728427491573059,1.3657561027671052,1.438351379671673,1.3710537518400931,1.4406182062789012,1.3984224614527094,1.4718810559267876,1.4511491169320372,1.4040086808189425,1.3819029304090988,1.4333374870756868,1.4597235059681763,1.5327032211256546
Mega Charizard X,Wing Attack,Dragon Claw,30,1.7019976407695567,1.7623983430350416,1.5848347112248682,1.6772723568514554,1.5688732926368631,1.6828254397615072,1.5460046936167486,1.6168405417890368,1.7558909192548096,1.6148693809926966,1.5296557052800173,1.6169537633781164,1.618371737923376,1.5847619378123265,1.6913611744737893,1.842440622263543,1.67710141427558,1.7719008950538089,1.7227717491719,1.8656468513153408,1.624638190933478,1.7357215203820873,1.5853709987326765,1.6860161072728017,1.5950531326633648,1.7005279607635715,1.639356828947907,1.642934756317656,1.6251696868943852,1.6271168382670351,1.5942533084953623,1.7104120580587572,1.709712116830068,1.822031722717066,1.6359314542001802,1.7422370715077353,1.8187490518073939,1.7090371543491052,1.6200897432874963,1.6955295628579095,1.6668753789121122,1.7667491576970094
Mega Charizard X,Ember,Dragon Claw,30,1.7706354695437292,1.8331587453884015,1.722422627689882,1.819902840768293,1.7029177988164719,1.819361690893657,1.6781736705634027,1.761341221217036,1.776311152339557,1.613036380502546,1.526653614682074,1.5984321521488487,1.6173480011104944,1.5843389956968352,1.8357423162992832,1.993863850120539,1.8728359470514544,1.9637450379605452,1.8689573464229319,2.0244649017042002,1.7582945920404125,1.879061478935614,1.7207146069253096,1.8302882138915009,1.7903005241140548,1.9154454969466748,1.9644495796912154,1.9736502301558063,1.930652020169549,1.9012684037951082,1.7249485776380642,1.8521000698567935,1.7304868894384344,1.8325832144516765,1.9103739038569973,2.039477351238893,2.0590895130822826,1.8521217312794402,1.7491218202821626,1.8476149099143095,1.8631145830227496,1.9785225160758122
Mega Charizard X,Fire Spin,Dragon Claw,30,1.7533760294114948,1.8206159315933244,1.695400320316125,1.79471993959563,1.6852420465206954,1.818455971049457,1.7728249031435768,1.8657084427780009,1.6811004484268603,1.551135650137931,1.4616680114369187,1.5414286490391096,1.5709089568295393,1.523313870766241,1.8260667452243757,1.9746532469919242,1.8467654294899853,1.9490136295714913,1.8493286628304542,1.9932361518256294,1.7556522734111126,1.877162908372781,1.740985241813499,1.8633089407628471,1.7770736163869787,1.8946405731595901,1.9363973639066576,1.949977858899792,1.9814561385783958,1.947228523930674,1.7321768153063997,1.870747952807855,1.7092571710823483,1.8276503027014028,1.943677855480877,2.0785074955765404,2.0709590343791513,1.8785184883682207,1.723754803466242,1.8145746960751625,1.8161543277974894,1.9193178091177434
Mega Charizard X,Air Slash,Dragon Claw,30,1.9077386794546987,1.9816856940008403,1.669201255319892,1.7710305165139095,1.6810261846450023,1.8022322135711761,1.7426013156963043,1.8333631180181609,1.8771282047127356,1.714586633071785,1.6005670168434987,1.713656494033043,1.7476054969461412,1.6880856121599113,1.810155565885774,1.9602036734738002,1.8336490423075182,1.92784100342626,1.8169437158688526,1.9652531347798177,1.7102137163247404,1.8251704687519865,1.7105482196148973,1.8321605821511795,1.71207770351493,1.819479732653748,1.8035265749020395,1.8116331945328228,1.7605150766461235,1.7382863230985424,1.700619979042962,1.8272499708930026,1.909001101618632,2.0519775516769623,1.7475128166905392,1.8575127518779448,1.9627281675183441,1.8206593130090176,1.6982833817749503,1.780322038522031,1.8178339644394088,1.9195165826848346
Shadow Exeggutor (Alola),Dragon Tail,Dragon Pulse,32.5,1.4181488296492526,1.3289401991953667,1.5240860762272548,1.3422010673877938,,1.4080998972434435,1.4828853267155135,1.420495965580144,1.4616204129415913,1.368516140531388,,1.3176541841134677,,1.3549286854525264,1.4247413541475227,1.4850066485767721,1.6192361100629407,1.4485381794031968,1.3542305956034033,1.44584445244449,1.430793288892091,1.4114918611500762,,1.3746698826703734,1.3774467471269893,1.4015694571332402,1.3816790768463632,1.3467780047705697,1.4140470439119373,1.326798129999908,,1.4291147591881088,1.3408551030289637,1.326985756948484,1.5240454725162194,1.4388039483832498,1.4233675361053244,1.376740511598477,1.404744022820885,1.4218181491597652,1.3883737340608446,1.4202570142222486
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor,32.5,1.3748002634412844,1.2409001766671008,1.507514789258267,1.266840295968108,,1.349603798337212,1.5048301767187169,1.3768372373749465,1.5132522897315517,1.2880241267423633,,1.2697937773020218,,1.2762722966407551,1.3268397098409745,1.3813774986216365,1.5472620107768706,1.355406547628032,1.3076379484073242,1.3512401023243943,1.3037776468743512,1.3458301372649566,,1.3147491925922898,1.3385776794730009,1.3267355868634898,1.4123286855628863,1.2811156881788852,1.4445401691817372,1.2542079594404694,,1.3503463732681336,1.2985061531412379,1.2463141270403504,1.5648774069777238,1.3958591233448483,1.422457271203437,1.3110006993498637,1.326946673806613,1.3758811266296422,1.3358080642436168,1.3571563453491955
Shadow Exeggutor (Alola),Bullet Seed,Draco Meteor,32.5,2.67381712845331,1.7988013054653058,3.109674178961251,1.8585985587437488,,2.205234898238517,2.5248016508583047,2.0385166552585705,2.931131842357907,2.0606368714631196,,1.915754335626485,,2.025250728761799,2.040507670187349,2.0780121295985987,3.729472627654597,2.010044828158725,1.9030965891233664,1.9739160414249985,1.927636067755237,1.9406654320307501,,1.864466702097216,1.9218675770543827,1.9056825503678414,1.9422359162136114,1.7009965355690262,2.5719389770107552,1.9400901935211292,,2.2741612333604997,1.9893217733785247,1.7720039385303301,2.562942751035381,2.094872675658334,2.7561082105154098,1.974608789606699,1.995165942007021,1.9747037090673951,1.9652543804724847,1.9291769780454595
Shadow Exeggutor (Alola),Bullet Seed,Dragon Pulse,32.5,1.9942468532892552,1.7516460493897372,2.1394106915069657,1.7895543015661561,,1.9658588295500237,1.996162833433927,1.888778648090015,2.0775511113451595,1.887625930171796,,1.8056025610327835,,1.8314586514436426,1.752854563734446,1.9022107869104117,2.7810816113987293,1.9352708556593665,1.7535052581252846,1.9032489709465006,1.7866672034648914,1.866890285506024,,1.7562421814316669,1.7073904890128382,1.7915083906332643,1.7042879310537302,1.6596205871298808,1.9730613444529146,1.8286874179119557,,1.969978557845306,1.7145345417558955,1.7313512863591016,2.0472937501215234,1.9227628312733729,2.0950875297408706,1.8424584922905003,1.7472571267553771,1.886459136717623,1.7470109424848683,1.8659570450321517
Shadow Latias,Dragon Breath,Outrage,50,1.0919329362145542,1.1272351690445483,1.1167973044217263,1.137597895160499,1.092229086197723,1.1303485193714384,1.1350080755834147,1.156804564137666,1.164573062791913,1.1004220964664613,1.1673947205862527,1.1159104765315793,1.1341442254303167,1.08826259716824,1.1518297099490815,1.209266926844034,1.1892970884337313,1.2092131677056135,1.1555723175561003,1.2215269801541724,1.1683667631490844,1.172808062144283,1.104797023833858,1.1326160009811537,1.1241429052267153,1.1773563494734818,1.15766137885097,1.1367687389992223,1.1633274245249225,1.1212854872930003,1.0984398649435323,1.1422604494120385,1.0766778561656523,1.1119361516139201,1.1484176005081308,1.1901828363287554,1.109275266326489,1.140707157420324,1.11594778858125,1.1578669073591965,1.1753381635310136,1.1956130673743006
Reshiram,Dragon Breath,Draco Meteor,30,1.3062578312324686,1.3316186412226905,1.336493253570294,1.3566335872911335,1.285372827592369,1.3591382258451015,1.258400124084121,1.3012462361711956,1.4866241599591679,1.361556814913535,1.28164720606374,1.3020441178541893,1.4541227096057747,1.2868610320655192,1.4052777807807482,1.4385530967232785,1.4353802846663548,1.4580019018006731,1.3899793713106932,1.4271986316112282,1.3569927150830412,1.388272512681858,1.2959519234700136,1.358507011160623,1.3382237822762897,1.416471606481704,1.4714305383450366,1.3780676587368037,1.4493621242319314,1.3317284642302782,1.3259328792641751,1.4023193425699538,1.3735397053901321,1.3861222049270625,1.3557919774970673,1.4184074249308125,1.3705138926405454,1.3796868466721677,1.5069766032042193,1.4081051862279865,1.3898744744923819,1.415277736366618
Hydreigon,Dragon Breath,Dragon Pulse,45,1.3142014298477507,,1.2939391066739179,1.306455717044111,,,,1.334197651168515,,,,,,,1.4048258937741211,1.4783213154452384,1.410653102501019,1.4429686202888927,1.3946498741897573,1.4831570466116948,1.3607771425665454,1.4254768675280867,1.341837210253056,1.3893642941825763,1.3602500360628935,1.4224147713612538,1.3855826086309357,1.3826056539811187,,,,1.3630515775992549,1.3034715610163488,1.346278706264278,1.400139995203868,,1.371392705299888,1.3922242655901367,1.3537955662729593,1.4145434868758582,1.3783654849578102,1.4407306916326266
Hydreigon,Bite,Dragon Pulse,45,1.5211734511358612,,1.5248694038228383,1.5618338181316223,,,,1.4910536360356472,,,,,,,1.4048258937741211,1.4783213154452384,1.6378956424614735,1.72239370292666,1.3946498741897573,1.4831570466116948,1.3607771425665454,1.4254768675280867,1.341837210253056,1.3893642941825763,1.3602500360628935,1.4224147713612538,1.6233482553185155,1.6178799617461328,,,,1.5952017114914425,1.5023315969570628,1.578132057752113,1.629971936146632,,1.371392705299888,1.3922242655901367,1.3537955662729593,1.4145434868758582,1.6244968544083007,1.7242712464096523
Shadow Flygon,Dragon Tail,Dragon Claw,45,1.319798639865124,1.2680148158204196,,1.2840036522025475,1.2866968844049664,1.3177512966415257,1.2746954375482598,1.3091026492634192,,1.268011002053771,,1.2648841921418466,,,,,1.2988317510150484,1.3615043847071076,,,1.2745532214250297,1.3276051312259765,1.2883136421241979,1.305931891582519,,,1.348742794839449,1.3296028370377813,1.2564582051305602,1.2563828907850143,1.2846227733147049,1.3289794116505607,1.2510163163042807,1.3108221844545038,1.3247532260468853,1.3755760219325819,,,,,1.3303815458620312,1.3823310176212766
Mega Latias,Dragon Breath,Outrage,45,1.0802523606063552,1.116860792562003,1.1044536581066091,1.1282728042296364,1.0829485039376474,1.1312237777859007,1.1074035734878092,1.1571737818344894,1.013797126341331,1.0519498669302407,1.031769442661478,1.0502186173883823,1.0336119690449752,1.0759690796779569,1.150770261943114,1.2092301704846433,1.138057899264939,1.1801050518467089,1.1478808450334002,1.212144069394682,1.106434374298101,1.167786173490361,1.092566943297494,1.1317313274191572,1.1256777419820165,1.1686647112564312,1.090841771139169,1.133116387763228,1.070755072237479,1.1071227164598583,1.0914372065044435,1.1338752086001473,1.0661783582307809,1.1129370322589032,1.1409641521540466,1.182745591123267,1.090166178848552,1.1282381933831882,1.0896748068790465,1.1466944630614428,1.1488913404295498,1.1874037190534403
Mega Ampharos,Charge Beam,Dragon Pulse,32.5,,,,,,,,,,,,,,,,,,,,,,,1.552417317362332,,,,1.5731028426195712,1.5439938079343283,,,,,,,,,,,1.6168621732155468,,,
Mega Ampharos,Volt Switch,Dragon Pulse,32.5,,,,,,,,,,,,,,,,,,,,,,,1.5498793998610032,,,,1.5449427122289576,1.5444496541150816,,,,,,,,,,,1.6374512636919136,,,
Dialga,Dragon Breath,Draco Meteor,36.5,1.2493317654051694,1.277692063556127,1.1963840533793684,1.2198788918991286,1.247941822730725,1.2841259397351072,1.218810377208984,1.2466694540635863,1.1502999639476148,1.1917642579082326,1.2997362104038936,1.1862946113278616,1.2109071349250418,1.2286099736257636,1.3164030659128008,1.387223921903547,1.339939323502332,1.339758199628696,1.3150894195585878,1.378604068213723,1.2976115304258646,1.34592337064081,1.2631715792485998,1.3072711663464291,1.3174130884262152,1.350608260806847,1.2886641288128278,1.3138491651502804,1.2720721548169034,1.2887423422761464,1.2319439593278223,1.2723760041914076,1.2626239320960975,1.2627571662079298,1.3657309888457525,1.3814934117997808,1.2774522573459488,1.3219192528427277,1.3202961955087942,1.3463974143515167,1.3010723833944562,1.3546418597254937
Dialga,Metal Claw,Draco Meteor,36.5,1.572944433335229,1.6272452590658841,1.490190110780151,1.4834578175595103,1.4375418844658892,1.479775641416172,1.4995313126953567,1.535485361108395,1.1477621190700915,1.1709409672571427,1.3011990253266181,1.1762782527510778,1.2046779566907275,1.2027627880344254,1.5324201900519994,1.5719289521194364,1.530055242781459,1.5773549876986703,1.4897418461438827,1.5889481273226322,1.490011315141524,1.5530730992045498,1.441174113895589,1.5038943624545196,1.4645208443525508,1.5324941097273643,1.6988345222545966,1.6705962468044253,1.653390523251008,1.6329362491618982,1.4462878876081808,1.5030538091357162,1.7394460710560264,1.6941009784583188,1.7736387734864638,1.7477137357331276,1.4923302781488321,1.5212552404986475,1.5149731185511748,1.5542765022795064,1.5369072820696303,1.5829730562429807
Shadow Gyarados,Dragon Tail or Dragon Breath,Outrage,30,,1.5116925001788686,1.42531029585169,1.4511035605648606,1.433705775080926,1.4700421992339965,1.4448044832132392,1.446419599896147,,,1.5137236990102356,,1.417764870210994,1.4121278109383677,1.515471184095307,1.561157176679171,1.5313495237951489,1.5398132914735938,1.5105114886370778,1.5789252129059785,1.4648467794225464,1.487076582742502,,,,1.5014588642592681,1.4745321529708146,1.448880106872672,1.5152254378794419,1.4438641770070813,1.4664784414173166,1.4849347033026739,,,1.4710611766078383,1.5252380242528727,,,,,1.468767703270819,1.5280916743691424
Haxorus,Dragon Tail,Dragon Claw,40,1.2442427255532542,1.185867365752266,1.1576051796082032,1.1825552445528795,1.1657040854869563,1.2035290581732077,1.1501409433765044,1.1816837675715592,1.259546793160579,1.1700963692412392,1.1796686834866907,1.1622577652936594,1.249574888950583,1.1569462277901168,1.2326482956941005,1.2934368277099706,1.2223220080600123,1.2601995381341222,1.2358146808457953,1.3008493381866943,1.164260256730814,1.212917484224489,1.151565348922775,1.1877077797310005,1.2055546473048997,1.2429485021878155,1.2053354469711346,1.2026561877862993,1.1903303728060104,1.1776481717901852,1.1592225521015251,1.2030698179842434,1.1497876378241894,1.1974172079979462,1.2100900246935984,1.2529279089512673,1.2542183007648446,1.211710594965421,1.1831474814288425,1.224656839136785,1.2047367741037796,1.2569744675353072
Haxorus,Counter,Dragon Claw,40,1.6159701188604514,1.485531826679117,1.4192615432717814,1.4918598791579976,1.58476197438803,1.6938423235166298,1.5350680945332178,1.6427329864822489,1.3602281427350393,1.257499098690367,1.2643892093756979,1.246107041029242,1.3234726367295948,1.224389228206552,1.6950908638825526,1.840849288115804,1.4780198632514754,1.5775172445021357,1.8017036287826407,1.968083627144536,1.6834451427530122,1.845630956871088,1.5871125465025961,1.6956281427578594,1.6120132711448765,1.7101870462085877,1.493376275904157,1.4924124868362787,1.4897967431137888,1.4742764771255636,1.5481211433228548,1.6688157333022857,1.3913605802508051,1.480581940603583,1.4814668386360836,1.5689994879805043,1.894123426000274,1.7236809484516247,1.5865286277045634,1.7082097033666643,1.4960195593190018,1.5843346551775546
