Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Rhyperior,Smack Down or Mud-Slap,Rock Wrecker or Earthquake,35,1.1393173486349248,1.2040075597149167,1.0657452315352445,1.1494877192503608,1.2118570049232176,1.0648906008509011,1.2365483165414797,1.19077191882935,1.1583435413877257,1.1165900220272829,1.184307137205769,1.049605115699168,1.141616685760496,1.1904491542556777,1.0866315115573826,1.1361816085678382,1.1806158754080756,1.0690575513436318,1.1461960416858392,1.1896694526014608,1.086902202254962,1.1253986693420637,1.1961196686933302,1.0737353469215334,1.1699938203605684,1.2248493153138629,1.0674924097906984,1.1374057522445715,1.1817153293519636,1.0595265994844154,1.1721443402833238,1.2273224312270399,1.0865943408976422,1.132363966198643,1.1915070851420269,1.0293957035624706,1.1992114172356978,1.2561992278118876,1.0829405447942881,1.1783294320561783,1.1953384871257853,1.0587039546630528,1.153746646877,1.232533122727706,1.042307220958891,1.1989608648286265,1.1942344758233472,1.1026062180507836
Rampardos,Smack Down,Rock Slide,35,1.102632997093001,1.1252058807902785,1.104084219474615,1.1426419561857517,1.109602150794436,1.138423273888523,1.2091606605323382,1.0980242271157579,1.2294564883659833,1.039051138686458,1.0935742571639517,1.0633014890280537,1.1135740278994541,1.1028084776602196,1.168879304535346,1.1772813312907935,1.1190305907196794,1.2407730366687046,1.0591460370844454,1.1009127492073054,1.1458056203933773,1.061457689000196,1.1103812440595628,1.0847577810298268,1.0842669962474363,1.1378149153210277,1.084007272271331,1.0561647931600173,1.0871645264782654,1.103658388757344,1.0842845032005997,1.1110442186482534,1.0760649211829318,1.045306035559916,1.0963412715307794,1.0506094795590644,1.10307317752949,1.158314957660811,1.1080735464091613,1.0766215966490083,1.0945084390784772,1.073726438339288,1.0735576464821144,1.1353504268848977,1.07077983088005,1.0886030336042907,1.0896673091427136,1.10902539177072
Landorus,Mud Shot or Rock Throw,Earth Power,30,1.3136401241736304,1.3261850004933549,1.0951461468983157,1.3074605682000402,1.356472683477709,1.1049655238296696,1.4261253390814967,1.3188806274867295,1.1935130583964018,1.285199415046485,1.3276797318488476,1.143102084151136,1.4851725183637712,1.3534790080194083,1.227195228789002,1.4463054920708693,1.3152746035434608,1.2434149522041156,1.430366968127679,1.3719153231991121,1.1673791855254094,1.3275228942564459,1.3565831359473772,1.1532398955991734,1.3216188864110625,1.3723098417474946,1.1237808646121605,1.3605052407004843,1.3414981049433101,1.216868832984492,1.3234878549225344,1.3478148689658562,1.1160570579056652,1.2918560202882186,1.3301463306276204,1.0815138417111705,1.332967186103893,1.3729619398152322,1.1390594388110598,1.291078908463718,1.326837193544413,1.0906815941850436,1.3197483625866366,1.3620147333160855,1.1292637426980214,1.3001424620799464,1.3026145981731334,1.162708455543451
Shadow Golem,Rock Throw or Mud-Slap,Earthquake or Stone Edge,30,1.3046018626044584,1.3205683448322971,1.1059286077525028,1.3876650028488473,1.2964762999785058,1.2362905619564586,1.359621051698652,1.2866390020479415,1.3485836918022203,1.2512717043991515,1.2801573435462907,1.113046944756876,1.3675534065637847,1.2698648830783745,1.237217804434261,1.272049616572549,1.2880432452920434,1.2675328660158516,1.3071276984385938,1.3259236949471118,1.0939325742427919,1.3031456029449482,1.3080729598841332,1.1366926662945251,1.2824363900158522,1.3153317749894766,1.1005221347519636,1.244320890878676,1.2424056310255935,1.0940982520223368,1.2558759568011206,1.3026501701662345,1.119067218734258,1.2360911859167183,1.2788149162833315,1.0703978971335486,1.3055225385479257,1.3296226770827355,1.10690132878655,1.2687954293458175,1.2705741037329061,1.082311814709868,1.2758343659363554,1.3090319857296533,1.110935606421656,1.3047766697393783,1.2845805748763932,1.1193580826280065
Shadow Dugtrio (Alola),Mud-Slap,Mud Bomb,35,1.5781618355837905,1.5055399959013593,1.3132135619463987,1.6901716473161128,1.5515897250435857,1.4230760045172142,1.7105027427222113,1.6073064347143486,1.422171894140102,1.6956512896028377,1.6040926406908798,1.4714469057057373,1.5724240177909563,1.5758255273266393,1.3585214637104925,1.6753850631374947,1.6172020061411563,1.4106994195005405,1.5818420634323052,1.6282966197882243,1.3595501231221434,1.816544211939713,1.6900713606807176,1.5567913341279063,1.579175510715853,1.565929587934478,1.3335661893119106,1.6466709227996736,1.6171338984831467,1.3517774742813735,1.6417294295438072,1.5888366035556758,1.3912471894926959,1.6568773543866795,1.5753450015271697,1.4097812907823737,1.542892508463739,1.5513603462550516,1.3263191546917394,1.4978132314894665,1.5187954293458175,1.2713902919797955,1.7101540053649968,1.6015877122509838,1.5557401380737754,1.715184781697813,1.672672421017347,1.4280901701164839
Tyranitar,Smack Down or Bite,Stone Edge,40,1.2438888509385126,1.283302593528702,1.2407875462045828,1.2868823374877603,1.3006318641014532,1.2743593505310455,1.1919636498304989,1.2281824598720592,1.1989890069541382,1.20538458252909,1.2627368746478786,1.2054110234042423,1.2399302513646473,1.2773384325089292,1.2633903901880181,1.200753995023001,1.2384289288623067,1.2012548534763412,1.2270773898663365,1.2802137277703878,1.2482967871116355,1.210482325784892,1.2658751112653321,1.2294977596065357,1.2580223362619452,1.3136838711410839,1.2619898438969344,1.2305746587685769,1.2596510509685397,1.245322967763833,1.2358491725129315,1.2811244486491136,1.2347433991473258,1.2017715168960506,1.2626639393574781,1.1972085188304658,1.2503053503947013,1.3198596617783278,1.2569123951766934,1.2317589626709375,1.2655614759147469,1.2319052605642478,1.2549871321777257,1.3058184343468728,1.2511880608396084,1.2398558618955837,1.2656666387329256,1.2595910500293306
Shadow Mamoswine,Mud-Slap,High Horsepower,50,0.9280612670871567,0.9202374175528079,0.7764662127801686,1.027169815183162,0.9483045093670782,0.8729618800345273,1.0392068420869378,0.9327882707081067,0.8866621086516823,1.0157852024659166,0.9353886706951713,0.8247376760097872,1.026711705640542,0.9305377720870679,0.845366938472943,1.031856402527756,0.943939951132459,0.8465004207662232,1.0520152710499824,0.9512057046128276,0.8708681575182592,0.9605509708371679,0.9434847547636649,0.7910897213463483,0.9498553606133068,0.9587128437984184,0.7970212346740464,0.9513346209482557,0.9417664029480456,0.8021383027726822,0.9270558169822216,0.9491589979236034,0.7989949748743719,0.914682117305147,0.9248447377433059,0.7839748988828522,0.9196334155798378,0.9563246469001812,0.780475608856391,0.9041748798817296,0.924633485277812,0.7789823826536898,0.9174416862974714,0.9757349637113795,0.7695230054875475,0.9552836671415403,0.9237827872286937,0.8186122517388754
Golurk,Mud-Slap,Earth Power,50,1.2356050428459746,1.2771075741360596,1.028473408171475,1.2340524256143786,1.2705210831761065,1.0421731757994683,1.3453329408375987,1.2548705871926111,1.1440032032716418,1.2218897903645383,1.2737708552402762,1.0520112353380262,1.2623475301570186,1.262915290787789,1.1332872835096706,1.6158934570288264,1.3128537876856505,1.3207975832451566,1.2359036997994908,1.267591965129801,1.1612467825102417,1.2838586062791364,1.3270642547862952,1.1369521596789525,1.2420537897310513,1.2888936654217829,1.0453263118299794,1.2368942081572292,1.2632472139838213,1.1042806461779657,1.2634566475408828,1.282009067341598,1.0453858534727427,1.2233925381561046,1.2640707866312486,1.017807724702202,1.2565681074833388,1.306694756170537,1.0521923748473248,1.2353317112233584,1.2678175434273746,1.0540378218553652,1.2645188523808875,1.3037759228747667,1.0450578030746607,1.2680382133579151,1.2520992206486217,1.0901533562390011
Mega Swampert,Mud Shot or Water Gun,Earthquake,35,1.238108249652754,1.2356080788760615,1.0081547768138381,1.1705333656316423,1.214999266464461,0.9796913009508668,1.1659497288930671,1.175793775144258,1.0024198628164103,1.1204910680689821,1.1698744871995654,1.0027945971122496,1.2087455354134375,1.2204393827077296,1.0023805512500843,1.163180586545859,1.1654389618242078,1.0028404540214195,1.1922044022789449,1.2373175826229061,1.0345718054474926,1.153101096812154,1.1815548481511098,1.0283179699168716,1.1563986136113276,1.2241328353797791,1.0367464646193252,1.1544248967618371,1.1895379940683515,0.9795543990367133,1.2304308830214643,1.2379870010197689,1.0399798503520046,1.1695158409151911,1.228918115935322,0.9767314865377674,1.1787590887852382,1.2471411825462533,1.0391668237820824,1.1416856597265,1.180131206110632,1.013459406184551,1.1592750445948339,1.2303272103378313,1.030978090660276,1.2192742814045086,1.2234811028241013,1.0218804994552921
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,30,1.3736654750248574,1.3923370600602651,1.2228218381644163,1.3100296484829461,1.346629660083043,1.195425808850874,1.4271857106230237,1.273178614046916,1.4075324362906623,1.2872028198176393,1.343887988317201,1.1692561775036965,1.3492064829166386,1.3206213356695196,1.295601118673765,2.161240324068956,1.677352399044308,1.950879773666126,1.3076575559069348,1.3408071123604592,1.2807965709855629,1.213318648823982,1.2699304497382438,1.1854231099980388,1.3299837896414914,1.3927563878664122,1.175143519886796,1.393290933628569,1.383706553097953,1.3185149867063188,1.72913467090956,1.8386922386996105,1.5015173667850255,1.319085919495016,1.3725090936016215,1.1596401432762882,1.7712536170701116,1.8755399988523742,1.549991392807666,1.3382561291117407,1.3942112233583837,1.2237279783171122,1.3946268331540461,1.5056441400345866,1.2378028023257397,1.4588954998742982,1.4151512612084138,1.3116735104332524
Golurk,Mud-Slap,Earth Power,30,1.4671645756009442,1.4917624913662895,1.239158716062876,1.4994268187416624,1.4917861078604304,1.3487296188003453,1.6364175901394944,1.4497874508984672,1.3832752502951633,1.55495532509056,1.49096840722202,1.358896235836335,1.6689888132623492,1.4947553743513715,1.3762938877282835,1.9640216677684048,1.5389011346023251,1.6442415942640427,1.6381408138052969,1.493305669196039,1.3984109853396804,1.6340207896444037,1.6000241389194816,1.4274881945596911,1.5023778177812408,1.5197166321860698,1.2752626346758376,1.5460672522890184,1.4760107642452505,1.3122277623784782,1.4926588934894522,1.4952267449718029,1.2494133257976927,1.406754718028933,1.4515239302870153,1.2003831807706191,1.493233107360379,1.5320228541449779,1.241616184800518,1.440572255759517,1.4572425157077737,1.237934273746458,1.4767357943327115,1.5198055529078556,1.24480180830349,1.5452442805664963,1.4782200620129056,1.2921394452359005
Shadow Aggron,Smack Down,Meteor Beam,45,1.079275299618219,1.123876099612147,1.0796806096348415,1.2658537500725007,1.1589605630823505,1.274818236717036,1.1339280909830436,1.097028743981996,1.2782968850398986,1.1164578176515214,1.1495577255152412,1.1236843122219895,1.1207358986454612,1.1261928027495114,1.1978014017117056,1.104679416748075,1.1158246453944711,1.2736424366989367,1.1162005315307024,1.1424563634487586,1.166450540594054,1.103709850187831,1.1476577704690494,1.118310879109274,1.1222941687489365,1.157948001468784,1.1234763606401748,1.1289123425163445,1.1190127926428162,1.1930937507576187,1.12431349903552,1.1479401899472914,1.1272253688982812,1.1161389446794332,1.141675073813204,1.1163981007561805,1.1457238648752777,1.196055446713282,1.1559459304374913,1.092968461254158,1.1191480842675865,1.0966798078107676,1.1169269734065006,1.1712441618213756,1.129318209670611,1.1177742395038968,1.123179418419509,1.1096203804575548
Gigalith,Smack Down or Mud-Slap,Meteor Beam,30,1.3549498675531875,1.3611676571714826,1.3266434410365007,1.3229449916581655,1.3490110917397073,1.3300329920402865,1.4197773536291614,1.3117128323948255,1.3716396509320192,1.2738786526543586,1.3290078773468819,1.2665565641506478,1.3281875463306152,1.3372565536761238,1.3164701125412763,1.2949492260383224,1.3071006838297172,1.2536487087101993,1.327747520127612,1.34033302936247,1.2898738660352997,1.2870268394610986,1.321744640405534,1.2804097581582006,1.3261416659949667,1.3698738099716095,1.2706413391009967,1.2801693833186525,1.290917466038483,1.2577115473198486,1.3206865623963338,1.3481711737169957,1.2859775650870489,1.2874040891126681,1.3411512083152077,1.2323334228038836,1.3248928199621284,1.3748227328245526,1.2807256273003746,1.2596325612911174,1.301866453123075,1.2485524208451397,1.3152003703754136,1.386497637495064,1.2561309386021051,1.364669404173301,1.3376351294728903,1.2658174809352218
Rampardos,Smack Down,Rock Slide,50,0.951927499601521,0.9815333469954687,0.9520428687448292,1.0367791307433274,1.0084987768721363,1.0375297252482931,0.9739006162816094,0.9766275120518348,1.0167174695420145,0.9459589190156672,0.9956250521190327,0.9387202209643597,1.0069933957813868,0.9895511826942517,1.0114141788530224,0.9370881172460005,0.9775922245109298,0.9599944950692516,0.9501013700998642,0.989876933631169,0.9496635405076035,0.9421450447324352,0.9913673189203869,0.946710317879396,0.9679733469464521,1.02238999794012,0.9661463231145383,0.9431321367673323,0.9766532248288793,0.9461949362792239,0.9538523915420624,1.0132324212750796,0.9823690580039562,0.9377840304323278,0.9861814277648714,0.9408568810566164,0.9832200736119877,1.031822019657188,0.985933388528662,0.9776241222126401,0.9983060243932487,0.9759147468276457,0.9614646168929315,1.0237612167921677,0.9624858726289846,0.9823430822090004,0.9783373837258025,0.97804407944356
Shadow Swampert,Mud Shot or Water Gun,Earthquake,45,1.2707835234647176,1.2666864008622325,1.1174989184142814,1.2293919160971816,1.2470752402755363,1.0868608431905724,1.2030215841001244,1.2139244192487506,1.0276978542511404,1.2108476741182477,1.2594826130906738,1.036262643314628,1.2857823977356966,1.257077633263697,1.0882690882134916,1.2407820611453415,1.2612202446084393,1.073705156811562,1.269518973080452,1.2796085747670718,1.0857783466773754,1.2433987598630116,1.2930887256159196,1.0662130561380747,1.2562938284209677,1.320777022488514,1.0597902504992969,1.2064035945467624,1.2081572290957874,1.0699191065353193,1.2128122273961495,1.2611345234731113,1.0672433069995455,1.1764204992456706,1.2536212433938339,1.0137445276417723,1.2121222057364887,1.259773261961948,1.0550860309367085,1.2432394973512382,1.2727223727978316,1.033825612911174,1.2098748621304756,1.2579964324132953,1.033932923923256,1.2504650967904132,1.2477750775161318,1.050037710550574
Hippowdon,Thunder Fang,Earth Power,40,1.5856471677634325,1.653271701922566,1.3542591707083818,1.584661942470343,1.6529882190780651,1.3469742511966865,1.4233145631744042,1.4778825488166571,1.2451832227065114,1.5782009221763686,1.6544442026347315,1.3222308776540028,1.666859289709549,1.7542590471056,1.4308831457645395,1.559172365247643,1.6428631054577778,1.3838245280762749,1.6668061028425458,1.7582734454957933,1.440423105132088,1.574524387852089,1.6614908800144834,1.3425674758233634,1.6188416310665699,1.69745739183392,1.4033871588883813,1.5896818405889628,1.646727491656094,1.3575313351058242,1.58902089911661,1.6718187514590066,1.4007076949539876,1.568403320900012,1.6383569504734226,1.3374212119248818,1.6633112278774664,1.736660901214024,1.4120385930109598,1.6035558087963533,1.6554761611432796,1.3645897499076012,1.642151990087011,1.696074292950612,1.34721333351489,1.608547724796782,1.6342579401659265,1.4493673007625913
Gigalith,Smack Down or Mud-Slap,Meteor Beam,40,1.1994853929002436,1.2176605870164172,1.1418068933063126,1.1799175028403177,1.2200913678220136,1.1793920866868417,1.207267818198508,1.2000082297492776,1.1867013582251598,1.177216914838009,1.2352892123263293,1.151534689411243,1.1924944403261675,1.2081390255408047,1.1777528809218951,1.2201160096471655,1.2326916178404879,1.1580208420287925,1.2193275272109698,1.243898970124405,1.167906254270233,1.2036962720456226,1.2272317185401989,1.1602794079929997,1.201384597472617,1.2627421478277223,1.1812067313289807,1.1824345619550198,1.2143959658324108,1.1558229556419355,1.2226044648671228,1.275571009079628,1.1673280829575752,1.182232999824144,1.2282979924659627,1.1284766250474347,1.2472067611545115,1.2979891959242895,1.1756523022190162,1.1859985216212887,1.2166055808796352,1.142240051743255,1.2224703495417966,1.2765832868094609,1.1326270782554229,1.21451437190983,1.2035112712645606,1.2047599094946788
Shadow Swampert,Mud Shot or Water Gun,Earthquake,35,1.32353758225744,1.3269546341204241,1.1739113934619092,1.313787738697582,1.3032401800062094,1.167812460551141,1.3505255961028972,1.3547829087099235,1.0821091581283018,1.2856346725297612,1.315384724903033,1.1295399491114848,1.4604875665476111,1.3324887121773705,1.2555967383246849,1.307393979320412,1.3194168383197327,1.1176272846026636,1.4191758206516132,1.438705251445256,1.1405098344334847,1.3248314047342455,1.3526605615316145,1.1652882337854353,1.3180454427398192,1.36291499861182,1.1816187072910789,1.321529298626993,1.3357846504448738,1.103521007248895,1.3209200034401838,1.3505301568969543,1.136649015247386,1.3312292328054571,1.371833436687245,1.101441092898198,1.345222188522104,1.4023493536408422,1.1252715364248183,1.3089580510040655,1.3306794382160896,1.141454663052852,1.332657035090347,1.406990835931862,1.159860564550171,1.3034526104081121,1.30236319450264,1.1553088075085898
