Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
Conkeldurr,Counter,Dynamic Punch,30,1.4722815647605636,1.5361207194421016,1.4734700649859427,1.5212186016499976,1.4439329845809574,1.5199799778185636,1.448787980301404,1.520841451825721,1.4694572806692074,1.5498532735183996,1.531160086427028,1.5640762129247692,1.4090077793931146,1.4791170466144947,1.4250959613489214,1.4722221001805726,1.4351654193958314,1.5056495938873193,1.4120992945445037,1.5056781047369692,1.4240521580198864,1.4946964495992214,1.4253254945498588,1.5062281321491051,1.3985599083537041,1.4798305986776235,1.4733246308508654,1.5558173834912776,1.381469190061889,1.4447932550004485,1.4563837122874261,1.5378312303545363,1.4670210384959714,1.563149059982095,1.4379756178259653,1.5042757883484768,1.442570341070229,1.5017965093343852
Shadow Hariyama,Counter,Dynamic Punch,30,1.474811724186615,1.443961241375723,1.4447822279577822,1.4359091118587823,1.3264675571957167,1.4211822901842237,1.3127003985752475,1.4143222739526862,1.3866200627382197,1.474681249367558,1.4054763307798075,1.4393022981732468,1.3427244115190695,1.4226971140462124,1.3540223219058414,1.4214215313688532,1.3870202788894346,1.4534425161318558,1.3808667477352936,1.414444211185094,1.2952529473009406,1.3764134086848194,1.33021716458081,1.4066705355941327,1.2905282290435771,1.3517061906351198,1.3595368471019038,1.4510570125620899,1.3312789103442975,1.3665030816344836,1.3646377174993507,1.4449658359228779,1.3618397493285588,1.4727730528200538,1.3464661118322263,1.4232521442569546,1.3887283699209962,1.4523258665358822
Shadow Houndoom,Fire Fang,Flamethrower,35,1.4679736060902162,1.4281932581096997,1.4481375305341753,1.4177112043139604,1.4002414439526143,1.4374473681627686,1.4275032872772686,1.4304384783495476,1.4013011434546496,1.4645748305056159,1.5100326065605971,1.4593832252995482,1.5222536267747224,1.47340042995453,1.5547071220089421,1.433871244107219,1.4279411359484688,1.442965116938732,1.612597589330629,1.4646420635266435,1.4447707856892795,1.4183212319331473,1.3806435876732608,1.4085629457677298,1.3531765003021803,1.3742682277807345,1.4026226117619136,1.450760337023412,1.5153056648258012,1.4347346975385364,1.4050346118369796,1.4491568681884532,1.4008840644583707,1.4545546105640108,1.4408643200732993,1.4565422106843808,1.47986523514548,1.4526030727239774
Mega Alakazam,Counter,Focus Blast,45,1.200166819615609,1.1962452582731755,1.207684011614509,1.1807033230400517,1.1805647432940414,1.1846437720219458,1.1763507462176372,1.1796004220476606,1.177787803150403,1.2099411407562315,1.2060954625810254,1.2175132586918092,1.1447152711188098,1.1583872065328342,1.1928321522142504,1.1810297483842906,1.178012049657426,1.2120068660679117,1.1888133216615635,1.2001021940022418,1.1670106889386989,1.1840875301777245,1.220268133494819,1.2181906876598037,1.1305689106178007,1.1576117841260678,1.1944496244935325,1.206689609574991,1.166472329356893,1.1600271645118716,1.2387634663777123,1.226817233381393,1.2210832587287377,1.2142345568487019,1.1922959456364053,1.2064467689801737,1.1650656232341432,1.1864318232703934
Shadow Typhlosion,Ember or Incinerate,Blast Burn,50,1.1928048359111731,1.2381117802885346,1.1774955062911923,1.2218942710973866,1.1763836406999912,1.2293501624348544,1.2012269463302137,1.2398835039071314,1.166981482106115,1.2471455796539277,1.1903343154586525,1.2380153211549794,1.1780638126759255,1.2116037458628475,1.1852152887920366,1.2220181685844291,1.156862745098039,1.2197401073349898,1.2049544286048142,1.2498881015285528,1.2709584581740145,1.2633566268237346,1.1890517763423496,1.234894361458754,1.1736589061978513,1.1881635561649273,1.1684015121976028,1.2369928967399597,1.2102046307804672,1.2079494637571595,1.1774382763036528,1.2488917943528528,1.1698634735899731,1.2615935541629364,1.1945356442951314,1.2291873457025784,1.2018274284861343,1.247491817086563
Zapdos (Galarian),Counter,Close Combat,45,1.457912414128767,1.464713378635943,1.4434161404802506,1.452541826058902,1.3986239657659958,1.466815197228302,1.3774409600444837,1.427977293288941,1.4363552804668263,1.5039042736195904,1.416416421135337,1.457439402867806,1.3635358346994957,1.4254945250394382,1.4185628277733597,1.446499625820303,1.4218449883053164,1.4788660938459868,1.3616954697953345,1.4063597941860326,1.3666724256298106,1.403099383033185,1.3724683757233211,1.4576688870946037,1.3176635606750797,1.3812003319472133,1.4194483530269382,1.4774611355044331,1.3438232769114462,1.3985495175736453,1.4707747141053311,1.5001298503586558,1.4297896150402865,1.5039503133393017,1.3922399531699372,1.4578911201038407,1.4104144232512021,1.4654185280351413
Mega Houndoom,Fire Fang,Flamethrower,50,1.1488224169895933,1.1802450650745115,1.1373056182882426,1.1684859658017237,1.137701571348651,1.1898730947029552,1.1650657569397445,1.217534576231789,1.1834924275643404,1.2418204202786116,1.1832017285405618,1.2175981143193872,1.185667280150948,1.212172121005908,1.1781944767854815,1.2010919310454917,1.1905674231335917,1.2300537971657208,1.1450560680659585,1.1887341015047868,1.1725256539075322,1.2123852564481443,1.137119835822904,1.1933412394025031,1.147538358845762,1.1993577543049405,1.1700713716581619,1.2224812246766237,1.174378227387466,1.1858975180349294,1.1701397906274906,1.219402330142298,1.1793196060877351,1.2534355416293643,1.1729530935837724,1.2086101142755339,1.1958248483362297,1.2319576087767745
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,40,1.2846522238280829,1.2529955081310629,1.278810895515509,1.2430437387657278,1.1609665609940425,1.2334723762599744,1.1404128865826675,1.2089204285196657,1.1820209464701317,1.2409307855769554,1.2148560204282066,1.2381206049891966,1.1487982925546723,1.2026605369791827,1.1752479032024217,1.2105511352070144,1.1833188264145866,1.2337947992291072,1.138508522108365,1.2101314658501707,1.1501043433190723,1.2137446748534872,1.1568009016283138,1.2117228502220427,1.0984994723121748,1.151908696475767,1.1864648142811127,1.2480546561106685,1.1313378522096793,1.1710467306484886,1.2171545756579831,1.2563514735776908,1.18069606087735,1.2398724261414504,1.1626581150899697,1.2150746990404928,1.1662384186453147,1.2163487680317295
Shadow Typhlosion,Ember or Incinerate,Blast Burn,35,1.3453630462970876,1.374417153069072,1.3401004747200074,1.3707793704198736,1.2944301039386772,1.3632632229823236,1.3085437304728895,1.3773794304179685,1.3018728707795053,1.382635679832698,1.328516990768022,1.3948395207228443,1.3103444276036995,1.3686705434748987,1.401217292227753,1.3572339699513931,1.3200712540947601,1.360917550454091,1.4009015253841186,1.4046922098858832,1.4818842721201015,1.4403401728598253,1.3033869936751448,1.3886085318261339,1.305876277500654,1.3374293033618676,1.3141031074643565,1.3760743892722125,1.3771126174032264,1.375267480747793,1.3265154432374828,1.3802645365237716,1.313149059982095,1.4003469113697404,1.3295792929678554,1.370084752233336,1.3491411939057285,1.378791594255435
Shadow Ho-Oh,Incinerate,Sacred Fire+,50,1.107136089881963,1.2091709919636786,1.1069309121076647,1.1926939208185463,1.1133549913139067,1.19759537526868,1.121386558739144,1.2051807945525772,1.1227485074375148,1.2164552905858939,1.1086874877234336,1.1918177175407583,1.1166097002691082,1.1747250920226422,1.094114614682782,1.1793572896209434,1.1167020829990257,1.1869026026546852,1.0710050265189475,1.1508708275733677,1.2285164153182357,1.2219966628324095,1.1059791750773786,1.1993506930426592,1.0616830986550725,1.1411700237234015,1.1209927611168562,1.22056554834116,1.0812500800840563,1.1600015376138795,1.1318384124226495,1.2255097745976877,1.1241495076096688,1.2271598030438675,1.1213636710697106,1.1807284110865084,1.1406394933523825,1.190963078268101
Machamp,Counter,Dynamic Punch,50,1.2666401637730211,1.3434979361181187,1.2573406461722818,1.3291809927639766,1.253726186854064,1.3453119632534083,1.272804132967802,1.3501035748713006,1.3241727662158058,1.4006813505582352,1.3346485955607936,1.4068403064230997,1.2803268737047233,1.3491369977419654,1.2814563571739255,1.3385440235960206,1.3040747422387984,1.3615172778212714,1.2715191653364282,1.329468710018577,1.2792104461529368,1.3442897607150812,1.2630618355537613,1.3473624007535998,1.2605424811250123,1.330355129396271,1.304312814687982,1.364690525030939,1.2476327152979767,1.3186576630831721,1.29540508834302,1.3683093483303035,1.324440465532677,1.4056065353625784,1.306329693823013,1.3639255809218396,1.3193308669090444,1.3964581578582624
Shadow Alakazam,Counter,Focus Blast,40,1.5035314486555973,1.4022489067556372,1.4941309858505785,1.4060708853758583,1.4339552641652027,1.3726697223394546,1.612137744323892,1.4042838293304893,1.4030508989105135,1.4234914156575706,1.608677273620114,1.481689255549008,1.4099512048006433,1.3970293699155556,1.3531099385349437,1.3396292179424656,1.3523641414902738,1.3562866826485906,1.6470860845833613,1.3954274125508492,1.467526267691762,1.4546663514392102,1.7449998317857625,1.473691293231059,1.452219445972885,1.3961875682160543,1.3920948683608252,1.403309203722854,1.4928949425316813,1.398280435144728,1.3910465938907646,1.4167480097074336,1.4037488809310654,1.4391002685765444,1.3981573388307755,1.3992008347967728,1.3823313040418794,1.3768724744916998
Mega Gallade,Low Kick,Close Combat,30,1.484642563894885,1.48222200755704,1.4741005668986495,1.4666488454625062,1.412733714801692,1.4476253103928862,1.4450437885842033,1.4723264807560397,1.4382104428778628,1.512880729922083,1.4784050284816344,1.4796841484973482,1.3630641219957313,1.4170713600791858,1.390069519805163,1.3908442401955399,1.4214543550742609,1.4755238294375368,1.3773256067273756,1.4434585936045565,1.4258321322864143,1.4734072299235723,1.4555073341407616,1.491660779168349,1.4126811953707796,1.4587230856658338,1.4145235390848832,1.4665858579008935,1.374729315889958,1.4263162615481209,1.483938853913869,1.532780499162689,1.432385854968666,1.473332587287377,1.439133643837011,1.4972894556005192,1.424210761997164,1.473126992419477
Heatran,Fire Spin,Flamethrower,40,1.413978294873176,1.4702659825452438,1.3971959257040143,1.4570917638383185,1.4243367652399226,1.4896620766142885,1.3999380145984737,1.4686939539165886,1.462049279859682,1.5283924174452725,1.4572634060106069,1.512586132390493,1.4204951436790498,1.4571302081722293,1.4292785727570818,1.4545455876817992,1.4257561832702,1.4883174729757986,1.415303749886121,1.4718075267070951,1.406020541312225,1.4621817983423278,1.4035838043331987,1.4723455793298346,1.4328167705505093,1.4476236007252326,1.4432586841168393,1.508849407496567,1.4389503222582423,1.4532245044398602,1.4343807928931556,1.509505941773308,1.4574641897940914,1.5297448522829007,1.453360820544145,1.494235321065893,1.4671563975989679,1.5227149147590973
Shadow Entei,Fire Fang,Overheat,50,1.1134893536390083,1.1505779240803558,1.1056016960870165,1.133900539245057,1.1004504990823167,1.162637039072698,1.113399101667453,1.153129009395802,1.0978640334603837,1.1712019765912234,1.0883127087016304,1.1344285994892949,1.1093252188437626,1.1385114757647932,1.113686189913404,1.1227338696331575,1.1121425341236768,1.1511556098011662,1.0682521260709574,1.1205849616376389,1.1177988333553082,1.1488063033367129,1.0803138877674607,1.125731731933791,1.089623492481576,1.122870080551321,1.0919270347703731,1.1424042585654466,1.140973565854721,1.1164742513742425,1.1029220808296094,1.1539040181969606,1.125,1.1746418979409132,1.1120740118602226,1.153063042427019,1.1265019777595344,1.1591483372959603
Zapdos (Galarian),Counter,Close Combat,30,1.6227888970213966,1.6270559867435992,1.6078314974420427,1.6075070286214683,1.5565243848577346,1.6220459921285346,1.6141499909984436,1.6200522773937875,1.6226346679259283,1.6828220393294429,1.609140836770772,1.6188898055391867,1.5782907760833926,1.6357314640106406,1.5838184488896894,1.6185432034761367,1.5670065662042283,1.6242805297699803,1.5372909082987074,1.603503115332665,1.5489117832932477,1.5796464602836136,1.5821600390257031,1.6363838985331718,1.4826291482126266,1.5457419651635833,1.6005475782799599,1.6348432705511384,1.501313378522097,1.5540919749368938,1.645266730547073,1.684615866818308,1.6294650850492391,1.6768464637421665,1.5754371230052684,1.6268865643531598,1.5800219632595183,1.63242459458595
Shadow Moltres,Fire Spin,Overheat,40,1.1896579269040286,1.1945176163743298,1.1763930497303774,1.174470203253906,1.151791690794704,1.2098540540010012,1.1425003361340709,1.216155856822838,1.1926586163861435,1.2240530239147298,1.1564517776468277,1.194803378511098,1.1849867765783042,1.2022584212317113,1.15713936326478,1.173119985003522,1.1528429508531526,1.1982471752030563,1.1607535421312598,1.1861554854017056,1.3708529782174796,1.2904767966828372,1.1710864957610012,1.2147170636522675,1.1295067697386818,1.175586996328736,1.1858884160916812,1.2218115856036076,1.1174224465999514,1.1538638955447638,1.2041426742009727,1.2134471240384357,1.1736123545210386,1.229487466427932,1.1955282380188847,1.211918760021379,1.1786700500037317,1.2192487712302624
Emboar,Low Kick,Blast Burn,40,1.403190750242427,1.4467328991317205,1.4109084205189657,1.4300023044660553,1.420450106490524,1.4664245683943977,1.4046028718383459,1.4711619756023637,1.4465881876749753,1.549840624683779,1.403523079945001,1.4552032999410724,1.3809911379875652,1.4397773670698135,1.4323305903252215,1.4795753536400873,1.4118230577342947,1.4765563330399532,1.3952254011510687,1.42709963123017,1.4067616289378804,1.446377991061483,1.3909467097295116,1.4877834409904456,1.4463314420761133,1.4354822705911006,1.4408513740315663,1.5050265312696018,1.430378124879874,1.425393693220404,1.401416712188919,1.4756373861570562,1.4515778871978515,1.5296105640107431,1.4169784429004098,1.4801863022066122,1.4463765952683036,1.5008902583348438
Heatran,Fire Spin,Flamethrower,45,1.344534521257426,1.3989831062629805,1.3289966354795593,1.3855353274646265,1.3631356306496414,1.4177687045452314,1.3676782593040773,1.4425826035235967,1.4131699666070765,1.4755751003474211,1.3825165979178944,1.4344969554115106,1.3775441554022703,1.4233505521358532,1.3983292986364042,1.428884622312826,1.398505868413332,1.4645569230420117,1.3581939388658049,1.408047183525376,1.3754836392403624,1.4324882812677597,1.347505382855605,1.4225415489167004,1.4101036433010707,1.420016958172847,1.377981589163714,1.4384694932781799,1.3864664351703548,1.4107094806709122,1.3760018626810069,1.441294205091925,1.407867054610564,1.4799015219337512,1.4068743478150214,1.4381155989921357,1.4115658951094432,1.4661115435053789
Shadow Houndoom,Fire Fang,Flamethrower,45,1.31620490947528,1.3262140864118177,1.3148084988708115,1.308553256210536,1.2753481798463004,1.3409011944605298,1.2801329951482752,1.3273558440611377,1.3140157520153808,1.3620981886868821,1.3620883912787272,1.3476142211746218,1.323774706919484,1.347559466732655,1.434354529038834,1.3198013552481083,1.3085872854556388,1.3446665596882714,1.49330391624845,1.3581305627403835,1.3672702969351707,1.3520984600835655,1.2618969519580137,1.3166590970259724,1.2997108992341762,1.3170479248789024,1.3157305847051044,1.3488904334853442,1.2953884397063158,1.3105083095216739,1.305999086569891,1.361315339357196,1.3098142345568486,1.368968218442256,1.302995596956046,1.328993917182052,1.3548452443146077,1.3657415798620367
Emboar,Low Kick,Blast Burn,45,1.3371149494896954,1.4110487343629832,1.315359727151219,1.394039728994792,1.3832893303365494,1.4365856291774222,1.3605909578795525,1.4342487574433758,1.3774117111343473,1.4778139440752858,1.377374975446867,1.4230854449027697,1.3604890346128862,1.406252899873179,1.317321957098943,1.368506224856369,1.3698842850358297,1.4452035588146146,1.3461524750357479,1.3886540891464423,1.359923072376527,1.4064842893969909,1.3476189274660209,1.4496366572466695,1.410829777829895,1.399010923588999,1.3941037855798735,1.472832997101056,1.3659008495316685,1.3575977345822174,1.3635451834472136,1.4310584147510008,1.375895255147717,1.441025067144136,1.3817540912677204,1.4468071568552596,1.4104144232512021,1.4621560244367917
Mega Charizard X,Fire Spin,Blast Burn,45,1.1756157278573895,1.1941609419177939,1.1642734018527907,1.1775969027976216,1.148882585609548,1.194790306908634,1.1507567004623838,1.1920362432288927,1.1666610449623906,1.2059398927378824,1.1757595757218622,1.2032072284423492,1.142874818274614,1.171813619351047,1.1686356866380503,1.1863370956333008,1.1670321761836917,1.208873695795587,1.1400612371811882,1.1648452632287758,1.1731053390134896,1.2112031534869763,1.144979646077244,1.1923908289597631,1.1381549868754566,1.1773752717366792,1.1649770288368624,1.2179124213809822,1.172110246915162,1.1666132772958497,1.1922233067960992,1.2192411365936222,1.1729632945389437,1.220534914950761,1.1820518693848465,1.2093863734697514,1.18597336688239,1.211988101457465
